Distance,Curvature
0.0,0.0
0.01667,0.0
0.03334,0.0
0.05001,0.0
0.06668,0.0
0.08335,0.0
0.10002,0.0
0.11669,0.0
0.13336,0.0
0.15003,0.0
0.1667,0.0
0.18337,0.0
0.20004,0.0
0.21670999999999996,0.0
0.23337999999999995,0.0
0.25004999999999994,0.0
0.26671999999999996,0.0
0.28339,0.0
0.30006,0.0
0.31673,0.0
0.3334,0.0
0.35007000000000005,0.0
0.36674000000000007,0.0
0.3834100000000001,0.0
0.4000800000000001,0.0
0.41675000000000006,0.0
0.4334200000000001,0.0
0.45009000000000016,0.0
0.4667600000000002,0.0
0.48343000000000014,0.0
0.5001000000000002,0.0
0.5167700000000002,0.0
0.53344,0.0
0.5501100000000001,0.0
0.5667800000000001,0.0
0.58345,0.0
0.60012,0.0
0.61679,0.0
0.6334599999999999,0.0
0.6501299999999999,0.0
0.6667999999999998,0.0
0.6834699999999998,0.0
0.7001399999999998,0.0
0.7168099999999997,0.0
0.7334799999999997,0.0
0.7501499999999997,0.0
0.7668199999999997,0.0
0.7834899999999995,0.0
0.8001599999999995,0.0
0.8168299999999995,0.0
0.8334999999999994,0.0
0.8501699999999993,0.0
0.8668399999999994,0.0
0.8835099999999994,0.0
0.9001799999999993,0.0
0.9168499999999992,0.0
0.9335199999999992,0.0
0.9501899999999992,0.0
0.9668599999999992,0.0
0.9835299999999992,0.0
1.000199999999999,0.0
1.016869999999999,0.0
1.033539999999999,0.0
1.0502099999999988,0.0
1.0668799999999987,0.0
1.083549999999999,0.0
1.1002199999999989,0.0
1.1168899999999988,0.0
1.1335599999999988,0.0
1.1502299999999988,0.0
1.1668999999999987,0.0
1.1835699999999987,0.0
1.2002399999999986,0.0
1.2169099999999986,0.0
1.2335799999999983,0.0
1.2502499999999983,0.0
1.2669199999999985,0.0
1.2835899999999985,0.0
1.3002599999999984,0.0
1.3169299999999984,0.0
1.3335999999999983,0.0
1.3502699999999983,0.0
1.3669399999999983,0.0
1.3836099999999982,0.0
1.400279999999998,0.0
1.416949999999998,0.0
1.433619999999998,0.0
1.450289999999998,0.0
1.466959999999998,0.0
1.483629999999998,0.0
1.500299999999998,0.0
1.516969999999998,0.0
1.533639999999998,0.0
1.5503099999999979,0.0
1.5669799999999978,0.0
1.5836499999999976,0.0
1.6003199999999975,0.0
1.6169899999999977,0.0
1.6336599999999977,0.0
1.6503299999999976,0.0
1.6669999999999976,0.0
1.6836699999999976,0.0
1.7003399999999975,0.0
1.7170099999999975,0.0
1.7336799999999974,0.0
1.7503499999999974,0.0
1.7670199999999971,0.0
1.7836899999999971,0.0
1.8003599999999973,0.0
1.8170299999999968,0.0
1.8336999999999968,0.0
1.8503699999999967,0.0
1.8670399999999967,0.0
1.8837099999999969,0.0
1.9003799999999968,0.0
1.9170499999999968,0.0
1.9337199999999968,0.0
1.9503899999999967,0.0
1.9670599999999967,0.0
1.9837299999999969,0.0
2.000399999999997,0.0
2.017069999999997,0.0
2.0337399999999968,0.0
2.0504099999999967,0.0
2.0670799999999967,0.0
2.0837499999999967,0.0
2.1004199999999966,0.0
2.1170899999999966,0.0
2.1337599999999965,0.0
2.1504299999999965,0.0
2.1670999999999965,0.0
2.1837699999999964,0.0
2.2004399999999964,0.0
2.2171099999999964,0.0
2.2337799999999963,0.0
2.250449999999996,0.0
2.267119999999996,0.0
2.283789999999996,0.0
2.300459999999996,0.0
2.317129999999996,0.0
2.333799999999996,0.0
2.350469999999996,0.0
2.367139999999996,0.0
2.383809999999996,0.0
2.400479999999996,0.0
2.417149999999996,0.0
2.433819999999996,0.0
2.450489999999996,0.0
2.467159999999996,0.0
2.483829999999996,0.0
2.500499999999996,0.0
2.517169999999996,0.0
2.533839999999996,0.0
2.550509999999996,0.0
2.5671799999999956,0.0
2.5838499999999955,0.0
2.6005199999999955,0.0
2.6171899999999955,0.0
2.6338599999999954,0.0
2.6505299999999954,0.0
2.667199999999996,0.0
2.6838699999999958,0.0
2.7005399999999953,0.0
2.7172099999999952,0.0
2.733879999999995,0.0
2.750549999999995,0.0
2.767219999999995,0.0
2.783889999999995,0.0
2.800559999999995,0.0
2.817229999999995,0.0
2.833899999999995,0.0
2.850569999999995,0.0
2.867239999999995,0.0
2.883909999999995,0.0
2.900579999999995,0.0
2.917249999999995,0.0
2.9339199999999948,0.0
2.9505899999999947,0.0
2.9672599999999942,0.0
2.983929999999994,0.0
3.0005999999999946,0.0
3.0172699999999946,0.0
3.0339399999999945,0.0
3.0506099999999945,0.0
3.0672799999999945,0.0
3.0839499999999944,0.0
3.1006199999999944,0.0
3.1172899999999943,0.0
3.1339599999999943,0.0
3.1506299999999943,0.0
3.1672999999999942,0.0
3.183969999999994,0.0
3.200639999999994,0.0
3.217309999999994,0.0
3.233979999999994,0.0
3.250649999999994,0.0
3.267319999999994,0.0
3.2839899999999935,0.0
3.3006599999999935,0.0
3.3173299999999935,0.0
3.3339999999999934,0.0
3.350669999999994,0.0
3.367339999999994,0.0
3.3840099999999937,0.0
3.4006799999999937,0.0
3.4173499999999937,0.0
3.4340199999999936,0.0
3.450689999999993,0.0
3.467359999999993,0.0
3.484029999999993,0.0
3.500699999999993,0.0
3.517369999999993,0.0
3.5340399999999934,0.0
3.5507099999999934,0.0
3.5673799999999933,0.0
3.584049999999993,0.0
3.600719999999993,0.0
3.6173899999999928,0.0
3.6340599999999927,0.0
3.6507299999999927,0.0
3.6673999999999927,0.0
3.6840699999999926,0.0
3.7007399999999926,0.0
3.717409999999993,0.0
3.734079999999993,0.0
3.750749999999993,0.0
3.767419999999993,0.0
3.784089999999993,0.0
3.800759999999993,0.0
3.8174299999999928,0.0
3.8340999999999927,0.0
3.8507699999999927,0.0
3.8674399999999927,0.0
3.8841099999999926,0.0
3.9007799999999926,0.0
3.917449999999993,0.0
3.934119999999993,0.0
3.950789999999992,0.0
3.967459999999992,0.0
3.984129999999992,0.0
4.000799999999993,0.0
4.017469999999993,0.0
4.034139999999994,0.0
4.050809999999994,0.0
4.0674799999999935,0.0
4.084149999999995,0.0
4.100819999999995,0.0
4.117489999999996,0.0
4.134159999999996,0.0
4.1508299999999965,0.0
4.167499999999997,0.0
4.184169999999996,0.0
4.200839999999998,0.0
4.217509999999998,0.0
4.234179999999999,0.0
4.250849999999999,0.0
4.267519999999999,0.0
4.28419,0.0
4.30086,0.0
4.3175300000000005,0.0
4.334200000000001,0.0
4.3508700000000005,0.0
4.367540000000002,0.0
4.384210000000001,0.0
4.400880000000003,0.0
4.417550000000002,0.0
4.434220000000003,0.0
4.450890000000004,0.0
4.467560000000004,0.0
4.484230000000005,0.0
4.500900000000005,0.0
4.5175700000000045,0.0
4.534240000000006,0.0
4.550910000000006,0.0
4.5675800000000075,0.0
4.584250000000007,0.0
4.600920000000008,0.0
4.617590000000008,0.0
4.634260000000008,0.0
4.650930000000009,0.0
4.667600000000009,0.0
4.6842700000000095,0.0
4.70094000000001,0.0
4.717610000000009,0.0
4.734280000000011,0.0
4.750950000000011,0.0
4.767620000000012,0.0
4.784290000000012,0.0
4.800960000000012,0.0
4.817630000000013,0.0
4.834300000000013,0.0
4.8509700000000135,0.0
4.867640000000014,0.0
4.884310000000014,0.0
4.900980000000015,0.0
4.917650000000015,0.0
4.934320000000016,0.0
4.950990000000016,0.0
4.967660000000016,0.0
4.984330000000017,0.0
5.001000000000017,0.0
5.017670000000018,0.0
5.034340000000018,0.0
5.0510100000000175,0.0
5.067680000000019,0.0
5.084350000000019,0.0
5.10102000000002,0.0
5.11769000000002,0.0
5.1343600000000205,0.0
5.151030000000021,0.0
5.16770000000002,0.0
5.184370000000022,0.0
5.201040000000022,0.0
5.2177100000000225,0.0
5.234380000000023,0.0
5.251050000000023,0.0
5.267720000000024,0.0
5.284390000000024,0.0
5.3010600000000245,0.0
5.317730000000025,0.0
5.3344000000000245,0.0
